id,value,time,datetime_format
44686,69.19,1669158058,2022-11-23 01:00:58
44688,68.80,1669158359,2022-11-23 01:05:59
44690,68.94,1669158661,2022-11-23 01:11:01
44692,69.38,1669158963,2022-11-23 01:16:03
44694,68.94,1669159265,2022-11-23 01:21:05
44696,69.4,1669159566,2022-11-23 01:26:06
44698,68.73,1669159868,2022-11-23 01:31:08
44700,68.80,1669160169,2022-11-23 01:36:09
44702,68.59,1669160471,2022-11-23 01:41:11
44704,68.44,1669160772,2022-11-23 01:46:12
44706,68.48,1669161074,2022-11-23 01:51:14
44708,68.56,1669161375,2022-11-23 01:56:15
44710,68.48,1669161676,2022-11-23 02:01:16
44712,68.79,1669161977,2022-11-23 02:06:17
44714,68.70,1669162278,2022-11-23 02:11:18
44716,68.90,1669162579,2022-11-23 02:16:19
44718,68.59,1669162880,2022-11-23 02:21:20
44720,68.51,1669163182,2022-11-23 02:26:22
44722,68.30,1669163483,2022-11-23 02:31:23
44724,68.41,1669163785,2022-11-23 02:36:25
44726,68.41,1669164087,2022-11-23 02:41:27
44728,68.58,1669164388,2022-11-23 02:46:28
44730,68.55,1669164690,2022-11-23 02:51:30
44732,68.33,1669164991,2022-11-23 02:56:31
44734,67.79,1669165293,2022-11-23 03:01:33
44736,68.6,1669165594,2022-11-23 03:06:34
44738,68.8,1669165896,2022-11-23 03:11:36
44740,68.12,1669166201,2022-11-23 03:16:41
44742,68.8,1669166502,2022-11-23 03:21:42
44744,67.94,1669166803,2022-11-23 03:26:43
44746,67.94,1669167105,2022-11-23 03:31:45
44748,67.69,1669167406,2022-11-23 03:36:46
44750,67.83,1669167707,2022-11-23 03:41:47
44752,67.33,1669168008,2022-11-23 03:46:48
44754,67.58,1669168309,2022-11-23 03:51:49
44756,67.52,1669168610,2022-11-23 03:56:50
44758,67.5,1669168912,2022-11-23 04:01:52
44760,67.45,1669169214,2022-11-23 04:06:54
44762,67.1,1669169515,2022-11-23 04:11:55
44764,66.69,1669169816,2022-11-23 04:16:56
44766,66.44,1669170117,2022-11-23 04:21:57
44768,66.88,1669170419,2022-11-23 04:26:59
44770,67.43,1669170721,2022-11-23 04:32:01
44772,67.16,1669171023,2022-11-23 04:37:03
44774,67.37,1669171324,2022-11-23 04:42:04
44776,67.19,1669171626,2022-11-23 04:47:06
44778,66.47,1669171927,2022-11-23 04:52:07
44780,66.20,1669172229,2022-11-23 04:57:09
44782,66.37,1669172530,2022-11-23 05:02:10
44784,66.65,1669172831,2022-11-23 05:07:11
44786,66.79,1669173132,2022-11-23 05:12:12
44788,67.11,1669173433,2022-11-23 05:17:13
44790,66.93,1669173734,2022-11-23 05:22:14
44792,66.77,1669174035,2022-11-23 05:27:15
44794,66.51,1669174337,2022-11-23 05:32:17
44796,66.16,1669174638,2022-11-23 05:37:18
44798,65.86,1669174939,2022-11-23 05:42:19
44800,65.43,1669175240,2022-11-23 05:47:20
44802,65.44,1669175541,2022-11-23 05:52:21
44804,65.26,1669175843,2022-11-23 05:57:23
44806,65.62,1669176144,2022-11-23 06:02:24
44808,65.65,1669176446,2022-11-23 06:07:26
44810,65.80,1669176747,2022-11-23 06:12:27
44812,65.45,1669177049,2022-11-23 06:17:29
44814,64.62,1669177351,2022-11-23 06:22:31
44816,64.87,1669177653,2022-11-23 06:27:33
44818,64.54,1669177956,2022-11-23 06:32:36
44819,64.51,1669177956,2022-11-23 06:32:36
44821,64.45,1669178258,2022-11-23 06:37:38
44823,64.94,1669178559,2022-11-23 06:42:39
44825,65.1,1669178860,2022-11-23 06:47:40
44827,65.75,1669179162,2022-11-23 06:52:42
44829,66.30,1669179464,2022-11-23 06:57:44
44831,66.19,1669179766,2022-11-23 07:02:46
44833,65.61,1669180068,2022-11-23 07:07:48
44835,65.5,1669180370,2022-11-23 07:12:50
44837,65.91,1669180672,2022-11-23 07:17:52
44839,66.22,1669180973,2022-11-23 07:22:53
44841,66.41,1669181274,2022-11-23 07:27:54
44843,66.29,1669181575,2022-11-23 07:32:55
44845,66.8,1669181877,2022-11-23 07:37:57
44847,65.22,1669182178,2022-11-23 07:42:58
44849,65.52,1669182480,2022-11-23 07:48:00
44851,65.25,1669182781,2022-11-23 07:53:01
44853,65.72,1669183082,2022-11-23 07:58:02
44855,65.93,1669183383,2022-11-23 08:03:03
44857,65.97,1669183684,2022-11-23 08:08:04
44859,65.37,1669183985,2022-11-23 08:13:05
44861,65.5,1669184287,2022-11-23 08:18:07
44863,65.73,1669184589,2022-11-23 08:23:09
44865,65.81,1669184891,2022-11-23 08:28:11
44868,65.72,1669185193,2022-11-23 08:33:13
44870,63.33,1669185495,2022-11-23 08:38:15
44872,63.13,1669185796,2022-11-23 08:43:16
44874,63.61,1669186098,2022-11-23 08:48:18
44876,65.13,1669186400,2022-11-23 08:53:20
44878,65.55,1669186701,2022-11-23 08:58:21
44880,64.62,1669187002,2022-11-23 09:03:22
44882,65.61,1669187303,2022-11-23 09:08:23
44884,65.43,1669187605,2022-11-23 09:13:25
44886,64.61,1669187906,2022-11-23 09:18:26
44888,65.51,1669188208,2022-11-23 09:23:28
44890,65.29,1669188509,2022-11-23 09:28:29
44892,65.77,1669188810,2022-11-23 09:33:30
44894,64.22,1669189112,2022-11-23 09:38:32
44896,64.16,1669189414,2022-11-23 09:43:34
44898,63.40,1669189716,2022-11-23 09:48:36
44900,63.86,1669190017,2022-11-23 09:53:37
44902,62.90,1669190319,2022-11-23 09:58:39
44904,62.58,1669190620,2022-11-23 10:03:40
44906,61.81,1669190921,2022-11-23 10:08:41
44908,62.52,1669191222,2022-11-23 10:13:42
44910,62.47,1669191524,2022-11-23 10:18:44
44912,62.43,1669191826,2022-11-23 10:23:46
44914,63.95,1669192127,2022-11-23 10:28:47
44916,63.84,1669192428,2022-11-23 10:33:48
44918,62.72,1669192730,2022-11-23 10:38:50
44920,62.88,1669193031,2022-11-23 10:43:51
44922,62.45,1669193333,2022-11-23 10:48:53
44924,64.16,1669193635,2022-11-23 10:53:55
44926,64.48,1669193937,2022-11-23 10:58:57
44928,63.54,1669194239,2022-11-23 11:03:59
44930,63.63,1669194541,2022-11-23 11:09:01
44932,61.65,1669194843,2022-11-23 11:14:03
44934,61.66,1669195145,2022-11-23 11:19:05
44936,62.36,1669195446,2022-11-23 11:24:06
44938,60.97,1669195747,2022-11-23 11:29:07
44940,61.34,1669196048,2022-11-23 11:34:08
44942,62.16,1669196350,2022-11-23 11:39:10
44944,60.38,1669196652,2022-11-23 11:44:12
44946,59.93,1669196953,2022-11-23 11:49:13
44948,60.27,1669197254,2022-11-23 11:54:14
44950,59.41,1669197555,2022-11-23 11:59:15
44952,59.15,1669197857,2022-11-23 12:04:17
44954,57.49,1669198159,2022-11-23 12:09:19
44956,59.22,1669198460,2022-11-23 12:14:20
44958,60.61,1669198761,2022-11-23 12:19:21
44960,57.36,1669199062,2022-11-23 12:24:22
44962,58.99,1669199363,2022-11-23 12:29:23
44964,57.90,1669199664,2022-11-23 12:34:24
44966,59.15,1669199965,2022-11-23 12:39:25
44968,58.83,1669200266,2022-11-23 12:44:26
44970,59.22,1669200567,2022-11-23 12:49:27
44972,59.45,1669200869,2022-11-23 12:54:29
44974,58.50,1669201170,2022-11-23 12:59:30
44976,58.4,1669201471,2022-11-23 13:04:31
44978,58.93,1669201773,2022-11-23 13:09:33
44980,59.74,1669202074,2022-11-23 13:14:34
44982,60.36,1669202376,2022-11-23 13:19:36
44984,58.41,1669202677,2022-11-23 13:24:37
44986,58.50,1669202979,2022-11-23 13:29:39
44988,57.2,1669203281,2022-11-23 13:34:41
44990,57.61,1669203582,2022-11-23 13:39:42
44992,57.88,1669203883,2022-11-23 13:44:43
44994,57.54,1669204185,2022-11-23 13:49:45
44996,59.34,1669204487,2022-11-23 13:54:47
44998,58.86,1669204789,2022-11-23 13:59:49
45000,56.61,1669205090,2022-11-23 14:04:50
45002,58.27,1669205391,2022-11-23 14:09:51
45004,58.18,1669205693,2022-11-23 14:14:53
45006,57.33,1669205994,2022-11-23 14:19:54
45008,58.13,1669206295,2022-11-23 14:24:55
45010,58.47,1669206597,2022-11-23 14:29:57
45012,58.9,1669206899,2022-11-23 14:34:59
45014,59.56,1669207200,2022-11-23 14:40:00
45016,59.88,1669207501,2022-11-23 14:45:01
45019,56.81,1669207802,2022-11-23 14:50:02
45021,57.15,1669208103,2022-11-23 14:55:03
45023,57.79,1669208404,2022-11-23 15:00:04
45025,58.47,1669208705,2022-11-23 15:05:05
45027,57.75,1669209006,2022-11-23 15:10:06
45029,57.24,1669209308,2022-11-23 15:15:08
45031,57.52,1669209609,2022-11-23 15:20:09
45033,57.24,1669209910,2022-11-23 15:25:10
45035,57.33,1669210211,2022-11-23 15:30:11
45037,57.63,1669210512,2022-11-23 15:35:12
45039,57.20,1669210814,2022-11-23 15:40:14
45041,57.2,1669211115,2022-11-23 15:45:15
45043,56.90,1669211416,2022-11-23 15:50:16
45045,57.90,1669211718,2022-11-23 15:55:18
45047,57.50,1669212019,2022-11-23 16:00:19
45049,59.54,1669212320,2022-11-23 16:05:20
45051,57.83,1669212621,2022-11-23 16:10:21
45053,56.95,1669212922,2022-11-23 16:15:22
45055,58.8,1669213223,2022-11-23 16:20:23
45057,58.16,1669213524,2022-11-23 16:25:24
45059,59.52,1669213826,2022-11-23 16:30:26
45061,57.45,1669214128,2022-11-23 16:35:28
45063,58.22,1669214429,2022-11-23 16:40:29
45065,57.63,1669214731,2022-11-23 16:45:31
45067,59.61,1669215032,2022-11-23 16:50:32
45069,59.22,1669215333,2022-11-23 16:55:33
45071,58.6,1669215634,2022-11-23 17:00:34
45073,58.95,1669215936,2022-11-23 17:05:36
45075,60.34,1669216237,2022-11-23 17:10:37
45077,58.18,1669216538,2022-11-23 17:15:38
45079,58.77,1669216840,2022-11-23 17:20:40
45081,58.86,1669217142,2022-11-23 17:25:42
45083,59.25,1669217443,2022-11-23 17:30:43
45085,59.84,1669217744,2022-11-23 17:35:44
45087,59.72,1669218045,2022-11-23 17:40:45
45089,59.2,1669218347,2022-11-23 17:45:47
45091,59.24,1669218649,2022-11-23 17:50:49
45093,58.65,1669218950,2022-11-23 17:55:50
45095,59.63,1669219251,2022-11-23 18:00:51
45097,59.86,1669219552,2022-11-23 18:05:52
45099,59.56,1669219854,2022-11-23 18:10:54
45101,59.90,1669220155,2022-11-23 18:15:55
45103,59.47,1669220456,2022-11-23 18:20:56
