id,value,time,datetime_format
40647,10.90,1668553496,2022-11-16 01:04:56
40649,10.85,1668553797,2022-11-16 01:09:57
40651,10.86,1668554098,2022-11-16 01:14:58
40653,10.81,1668554400,2022-11-16 01:20:00
40655,10.77,1668554701,2022-11-16 01:25:01
40657,10.75,1668555003,2022-11-16 01:30:03
40659,10.72,1668555305,2022-11-16 01:35:05
40661,10.73,1668555607,2022-11-16 01:40:07
40663,10.71,1668555909,2022-11-16 01:45:09
40665,10.72,1668556210,2022-11-16 01:50:10
40667,10.73,1668556512,2022-11-16 01:55:12
40669,10.77,1668556813,2022-11-16 02:00:13
40671,10.80,1668557114,2022-11-16 02:05:14
40673,10.80,1668557415,2022-11-16 02:10:15
40675,10.75,1668557716,2022-11-16 02:15:16
40677,10.81,1668558018,2022-11-16 02:20:18
40679,10.77,1668558320,2022-11-16 02:25:20
40681,10.80,1668558622,2022-11-16 02:30:22
40683,10.77,1668558924,2022-11-16 02:35:24
40685,10.82,1668559225,2022-11-16 02:40:25
40687,10.81,1668559527,2022-11-16 02:45:27
40689,10.82,1668559829,2022-11-16 02:50:29
40691,10.81,1668560130,2022-11-16 02:55:30
40693,10.80,1668560432,2022-11-16 03:00:32
40695,10.73,1668560733,2022-11-16 03:05:33
40697,10.73,1668561034,2022-11-16 03:10:34
40699,10.73,1668561335,2022-11-16 03:15:35
40701,10.71,1668561636,2022-11-16 03:20:36
40703,10.71,1668561937,2022-11-16 03:25:37
40705,10.75,1668562239,2022-11-16 03:30:39
40707,10.73,1668562540,2022-11-16 03:35:40
40709,10.75,1668562841,2022-11-16 03:40:41
40711,10.75,1668563142,2022-11-16 03:45:42
40713,10.73,1668563444,2022-11-16 03:50:44
40715,10.77,1668563745,2022-11-16 03:55:45
40717,10.77,1668564046,2022-11-16 04:00:46
40719,10.77,1668564347,2022-11-16 04:05:47
40721,10.80,1668564649,2022-11-16 04:10:49
40723,10.77,1668564951,2022-11-16 04:15:51
40725,10.75,1668565252,2022-11-16 04:20:52
40727,10.75,1668565553,2022-11-16 04:25:53
40729,10.77,1668565854,2022-11-16 04:30:54
40731,10.75,1668566155,2022-11-16 04:35:55
40733,10.72,1668566457,2022-11-16 04:40:57
40735,10.73,1668566759,2022-11-16 04:45:59
40737,10.72,1668567060,2022-11-16 04:51:00
40739,10.73,1668567362,2022-11-16 04:56:02
40741,10.67,1668567663,2022-11-16 05:01:03
40743,10.68,1668567965,2022-11-16 05:06:05
40745,10.67,1668568266,2022-11-16 05:11:06
40747,10.68,1668568567,2022-11-16 05:16:07
40749,10.68,1668568869,2022-11-16 05:21:09
40751,10.68,1668569171,2022-11-16 05:26:11
40753,10.67,1668569473,2022-11-16 05:31:13
40755,10.65,1668569774,2022-11-16 05:36:14
40757,10.64,1668570075,2022-11-16 05:41:15
40759,10.60,1668570377,2022-11-16 05:46:17
40761,10.60,1668570678,2022-11-16 05:51:18
40763,10.56,1668570979,2022-11-16 05:56:19
40765,10.56,1668571281,2022-11-16 06:01:21
40767,10.52,1668571582,2022-11-16 06:06:22
40769,10.50,1668571883,2022-11-16 06:11:23
40771,10.52,1668572184,2022-11-16 06:16:24
40773,10.50,1668572485,2022-11-16 06:21:25
40775,10.48,1668572786,2022-11-16 06:26:26
40777,10.47,1668573087,2022-11-16 06:31:27
40779,10.47,1668573388,2022-11-16 06:36:28
40781,10.46,1668573689,2022-11-16 06:41:29
40783,10.47,1668573990,2022-11-16 06:46:30
40785,10.44,1668574291,2022-11-16 06:51:31
40787,10.43,1668574592,2022-11-16 06:56:32
40789,10.44,1668574893,2022-11-16 07:01:33
40791,10.44,1668575194,2022-11-16 07:06:34
40793,10.48,1668575495,2022-11-16 07:11:35
40795,10.48,1668575797,2022-11-16 07:16:37
40797,10.48,1668576098,2022-11-16 07:21:38
40799,10.52,1668576399,2022-11-16 07:26:39
40801,10.52,1668576701,2022-11-16 07:31:41
40803,10.46,1668577002,2022-11-16 07:36:42
40805,10.46,1668577304,2022-11-16 07:41:44
40807,10.46,1668577605,2022-11-16 07:46:45
40809,10.48,1668577906,2022-11-16 07:51:46
40811,10.47,1668578208,2022-11-16 07:56:48
40813,10.46,1668578509,2022-11-16 08:01:49
40815,10.52,1668578811,2022-11-16 08:06:51
40817,10.47,1668579112,2022-11-16 08:11:52
40819,10.47,1668579414,2022-11-16 08:16:54
40821,10.52,1668579716,2022-11-16 08:21:56
40823,10.52,1668580023,2022-11-16 08:27:03
40825,10.52,1668580324,2022-11-16 08:32:04
40827,10.52,1668580626,2022-11-16 08:37:06
40829,10.52,1668580928,2022-11-16 08:42:08
40831,10.52,1668581229,2022-11-16 08:47:09
40833,10.55,1668581530,2022-11-16 08:52:10
40835,10.52,1668581832,2022-11-16 08:57:12
40837,10.52,1668582134,2022-11-16 09:02:14
40839,10.55,1668582435,2022-11-16 09:07:15
40841,10.56,1668582737,2022-11-16 09:12:17
40843,10.56,1668583038,2022-11-16 09:17:18
40845,10.56,1668583340,2022-11-16 09:22:20
40847,10.56,1668583641,2022-11-16 09:27:21
40849,10.59,1668583942,2022-11-16 09:32:22
40851,10.59,1668584244,2022-11-16 09:37:24
40853,10.60,1668584545,2022-11-16 09:42:25
40855,10.64,1668584846,2022-11-16 09:47:26
40857,10.65,1668585148,2022-11-16 09:52:28
40859,10.67,1668585449,2022-11-16 09:57:29
40861,10.69,1668585751,2022-11-16 10:02:31
40863,10.72,1668586053,2022-11-16 10:07:33
40865,10.73,1668586354,2022-11-16 10:12:34
40867,10.75,1668586656,2022-11-16 10:17:36
40869,10.77,1668586957,2022-11-16 10:22:37
40871,10.80,1668587258,2022-11-16 10:27:38
40873,10.82,1668587560,2022-11-16 10:32:40
40875,10.84,1668587861,2022-11-16 10:37:41
40877,10.89,1668588163,2022-11-16 10:42:43
40879,10.93,1668588464,2022-11-16 10:47:44
40881,10.97,1668588765,2022-11-16 10:52:45
40883,11.1,1668589066,2022-11-16 10:57:46
40885,11.3,1668589368,2022-11-16 11:02:48
40887,11.5,1668589670,2022-11-16 11:07:50
40889,11.6,1668589971,2022-11-16 11:12:51
40891,11.10,1668590272,2022-11-16 11:17:52
40893,11.11,1668590573,2022-11-16 11:22:53
40895,11.14,1668590874,2022-11-16 11:27:54
40897,11.14,1668591175,2022-11-16 11:32:55
40899,11.14,1668591476,2022-11-16 11:37:56
40901,11.14,1668591778,2022-11-16 11:42:58
40903,11.11,1668592079,2022-11-16 11:47:59
40905,11.15,1668592380,2022-11-16 11:53:00
40907,11.14,1668592682,2022-11-16 11:58:02
40909,11.18,1668592984,2022-11-16 12:03:04
40911,11.15,1668593285,2022-11-16 12:08:05
40913,11.21,1668593587,2022-11-16 12:13:07
40915,11.25,1668593889,2022-11-16 12:18:09
40917,11.25,1668594190,2022-11-16 12:23:10
40919,11.27,1668594491,2022-11-16 12:28:11
40921,11.28,1668594793,2022-11-16 12:33:13
40923,11.31,1668595095,2022-11-16 12:38:15
40925,11.32,1668595396,2022-11-16 12:43:16
40927,11.31,1668595697,2022-11-16 12:48:17
40929,11.35,1668595999,2022-11-16 12:53:19
40931,11.35,1668596301,2022-11-16 12:58:21
40933,11.43,1668596602,2022-11-16 13:03:22
40935,11.46,1668596904,2022-11-16 13:08:24
40937,11.47,1668597205,2022-11-16 13:13:25
40939,11.48,1668597506,2022-11-16 13:18:26
40941,11.55,1668597807,2022-11-16 13:23:27
40943,11.55,1668598108,2022-11-16 13:28:28
40945,11.55,1668598409,2022-11-16 13:33:29
40947,11.57,1668598710,2022-11-16 13:38:30
40949,11.60,1668599012,2022-11-16 13:43:32
40951,11.61,1668599313,2022-11-16 13:48:33
40953,11.65,1668599614,2022-11-16 13:53:34
40955,11.69,1668599915,2022-11-16 13:58:35
40957,11.73,1668600216,2022-11-16 14:03:36
40959,11.81,1668600517,2022-11-16 14:08:37
40961,11.84,1668600820,2022-11-16 14:13:40
40963,11.90,1668601121,2022-11-16 14:18:41
40965,11.97,1668601422,2022-11-16 14:23:42
40967,11.98,1668601723,2022-11-16 14:28:43
40969,12.5,1668602024,2022-11-16 14:33:44
40971,12.5,1668602326,2022-11-16 14:38:46
40973,12.5,1668602628,2022-11-16 14:43:48
40975,12.7,1668602929,2022-11-16 14:48:49
40977,12.10,1668603230,2022-11-16 14:53:50
40979,12.17,1668603532,2022-11-16 14:58:52
40981,12.18,1668603834,2022-11-16 15:03:54
40983,12.21,1668604135,2022-11-16 15:08:55
40985,12.23,1668604436,2022-11-16 15:13:56
40987,12.25,1668604737,2022-11-16 15:18:57
40989,12.23,1668605038,2022-11-16 15:23:58
40991,12.23,1668605339,2022-11-16 15:28:59
40993,12.23,1668605641,2022-11-16 15:34:01
40995,12.23,1668605943,2022-11-16 15:39:03
40997,12.25,1668606245,2022-11-16 15:44:05
40999,12.22,1668606546,2022-11-16 15:49:06
41001,12.23,1668606847,2022-11-16 15:54:07
41003,12.23,1668607149,2022-11-16 15:59:09
41005,12.18,1668607450,2022-11-16 16:04:10
41007,12.19,1668607752,2022-11-16 16:09:12
41009,12.19,1668608053,2022-11-16 16:14:13
41011,12.18,1668608354,2022-11-16 16:19:14
41013,12.19,1668608656,2022-11-16 16:24:16
41015,12.14,1668608957,2022-11-16 16:29:17
41017,12.19,1668609258,2022-11-16 16:34:18
41019,12.17,1668609560,2022-11-16 16:39:20
41021,12.17,1668609862,2022-11-16 16:44:22
41023,12.17,1668610164,2022-11-16 16:49:24
41025,12.14,1668610465,2022-11-16 16:54:25
41027,12.10,1668610766,2022-11-16 16:59:26
41029,12.10,1668611067,2022-11-16 17:04:27
41031,12.14,1668611369,2022-11-16 17:09:29
41033,12.6,1668611671,2022-11-16 17:14:31
41035,12.2,1668611972,2022-11-16 17:19:32
41037,12.1,1668612273,2022-11-16 17:24:33
41039,12.1,1668612575,2022-11-16 17:29:35
41041,11.94,1668612876,2022-11-16 17:34:36
41043,11.94,1668613178,2022-11-16 17:39:38
41045,11.94,1668613479,2022-11-16 17:44:39
41047,11.90,1668613780,2022-11-16 17:49:40
41049,11.90,1668614081,2022-11-16 17:54:41
41051,11.88,1668614382,2022-11-16 17:59:42
41053,11.88,1668614684,2022-11-16 18:04:44
41055,11.89,1668614986,2022-11-16 18:09:46
41057,11.85,1668615287,2022-11-16 18:14:47
41059,11.80,1668615589,2022-11-16 18:19:49
41061,11.73,1668615890,2022-11-16 18:24:50
41063,11.77,1668616191,2022-11-16 18:29:51
41065,11.79,1668616492,2022-11-16 18:34:52
41067,11.81,1668616793,2022-11-16 18:39:53
41069,11.80,1668617094,2022-11-16 18:44:54
41071,11.82,1668617395,2022-11-16 18:49:55
41073,11.80,1668617696,2022-11-16 18:54:56
41075,11.76,1668617998,2022-11-16 18:59:58
41077,11.72,1668618299,2022-11-16 19:04:59
41079,11.77,1668618600,2022-11-16 19:10:00
41081,11.80,1668618901,2022-11-16 19:15:01
41083,11.82,1668619202,2022-11-16 19:20:02
41085,11.80,1668619503,2022-11-16 19:25:03
41087,11.79,1668619804,2022-11-16 19:30:04
41089,11.79,1668620106,2022-11-16 19:35:06
41091,11.81,1668620407,2022-11-16 19:40:07
41093,11.81,1668620709,2022-11-16 19:45:09
41095,11.80,1668621010,2022-11-16 19:50:10
41097,11.80,1668621312,2022-11-16 19:55:12
41099,11.80,1668621613,2022-11-16 20:00:13
41101,11.79,1668621915,2022-11-16 20:05:15
41103,11.79,1668622216,2022-11-16 20:10:16
41105,11.79,1668622518,2022-11-16 20:15:18
41107,11.80,1668622820,2022-11-16 20:20:20
41109,11.80,1668623121,2022-11-16 20:25:21
41111,11.82,1668623423,2022-11-16 20:30:23
41113,11.82,1668623724,2022-11-16 20:35:24
41115,11.86,1668624025,2022-11-16 20:40:25
41117,11.86,1668624326,2022-11-16 20:45:26
41119,11.85,1668624627,2022-11-16 20:50:27
41121,11.86,1668624928,2022-11-16 20:55:28
41123,11.89,1668625229,2022-11-16 21:00:29
41125,11.90,1668625531,2022-11-16 21:05:31
41127,11.89,1668625832,2022-11-16 21:10:32
41129,11.89,1668626133,2022-11-16 21:15:33
41131,11.89,1668626434,2022-11-16 21:20:34
41133,11.89,1668626736,2022-11-16 21:25:36
41135,11.88,1668627037,2022-11-16 21:30:37
41137,11.88,1668627338,2022-11-16 21:35:38
41139,11.90,1668627639,2022-11-16 21:40:39
41141,11.93,1668627941,2022-11-16 21:45:41
41144,11.86,1668628243,2022-11-16 21:50:43
41146,11.90,1668628544,2022-11-16 21:55:44
41148,11.89,1668628845,2022-11-16 22:00:45
41150,11.90,1668629146,2022-11-16 22:05:46
41152,11.86,1668629448,2022-11-16 22:10:48
41154,11.85,1668629749,2022-11-16 22:15:49
41156,11.85,1668630050,2022-11-16 22:20:50
41158,11.81,1668630351,2022-11-16 22:25:51
41160,11.77,1668630653,2022-11-16 22:30:53
41162,11.76,1668630954,2022-11-16 22:35:54
41164,11.71,1668631255,2022-11-16 22:40:55
41166,11.71,1668631556,2022-11-16 22:45:56
41168,11.68,1668631857,2022-11-16 22:50:57
41170,11.71,1668632159,2022-11-16 22:55:59
41172,11.63,1668632461,2022-11-16 23:01:01
41174,11.59,1668632765,2022-11-16 23:06:05
41175,11.57,1668632765,2022-11-16 23:06:05
41177,11.57,1668633067,2022-11-16 23:11:07
41179,11.55,1668633368,2022-11-16 23:16:08
41181,11.57,1668633670,2022-11-16 23:21:10
41183,11.56,1668633972,2022-11-16 23:26:12
41185,11.60,1668634274,2022-11-16 23:31:14
41187,11.57,1668634575,2022-11-16 23:36:15
41189,11.56,1668634876,2022-11-16 23:41:16
41191,11.57,1668635177,2022-11-16 23:46:17
41193,11.59,1668635478,2022-11-16 23:51:18
41195,11.52,1668635779,2022-11-16 23:56:19
41197,11.52,1668636080,2022-11-17 00:01:20
41199,11.48,1668636381,2022-11-17 00:06:21
41201,11.46,1668636687,2022-11-17 00:11:27
41203,11.52,1668636988,2022-11-17 00:16:28
41205,11.50,1668637289,2022-11-17 00:21:29
41207,11.47,1668637590,2022-11-17 00:26:30
41209,11.43,1668637891,2022-11-17 00:31:31
41211,11.39,1668638193,2022-11-17 00:36:33
41213,11.39,1668638494,2022-11-17 00:41:34
41215,11.38,1668638796,2022-11-17 00:46:36
41217,11.38,1668639097,2022-11-17 00:51:37
41220,11.38,1668639398,2022-11-17 00:56:38
