id,value,time,datetime_format
25087,53.70,1666216904,2022-10-20 00:01:44
25089,53.41,1666217205,2022-10-20 00:06:45
25091,53.79,1666217507,2022-10-20 00:11:47
25093,53.38,1666217809,2022-10-20 00:16:49
25095,53.31,1666218110,2022-10-20 00:21:50
25097,53.59,1666218412,2022-10-20 00:26:52
25099,53.65,1666218714,2022-10-20 00:31:54
25101,54.0,1666219015,2022-10-20 00:36:55
25103,53.74,1666219320,2022-10-20 00:42:00
25105,53.59,1666219621,2022-10-20 00:47:01
25107,53.50,1666219922,2022-10-20 00:52:02
25109,53.34,1666220223,2022-10-20 00:57:03
25111,53.63,1666220524,2022-10-20 01:02:04
25113,53.49,1666220826,2022-10-20 01:07:06
25115,54.63,1666221127,2022-10-20 01:12:07
25117,54.0,1666221428,2022-10-20 01:17:08
25119,54.13,1666221730,2022-10-20 01:22:10
25121,53.95,1666222031,2022-10-20 01:27:11
25123,53.81,1666222332,2022-10-20 01:32:12
25125,53.77,1666222634,2022-10-20 01:37:14
25127,53.86,1666222935,2022-10-20 01:42:15
25129,53.97,1666223236,2022-10-20 01:47:16
25131,53.79,1666223537,2022-10-20 01:52:17
25133,53.97,1666223838,2022-10-20 01:57:18
25135,54.31,1666224139,2022-10-20 02:02:19
25137,53.93,1666224440,2022-10-20 02:07:20
25139,54.27,1666224741,2022-10-20 02:12:21
25141,54.40,1666225042,2022-10-20 02:17:22
25143,54.16,1666225343,2022-10-20 02:22:23
25145,54.15,1666225645,2022-10-20 02:27:25
25147,54.27,1666225947,2022-10-20 02:32:27
25149,54.31,1666226248,2022-10-20 02:37:28
25151,54.18,1666226550,2022-10-20 02:42:30
25153,54.15,1666226851,2022-10-20 02:47:31
25155,54.27,1666227153,2022-10-20 02:52:33
25157,54.4,1666227454,2022-10-20 02:57:34
25159,54.9,1666227755,2022-10-20 03:02:35
25161,54.27,1666228056,2022-10-20 03:07:36
25163,54.20,1666228358,2022-10-20 03:12:38
25165,54.18,1666228659,2022-10-20 03:17:39
25167,53.84,1666228960,2022-10-20 03:22:40
25169,53.66,1666229261,2022-10-20 03:27:41
25171,53.75,1666229562,2022-10-20 03:32:42
25173,54.6,1666229864,2022-10-20 03:37:44
25175,53.66,1666230166,2022-10-20 03:42:46
25177,54.2,1666230468,2022-10-20 03:47:48
25179,54.11,1666230769,2022-10-20 03:52:49
25181,54.6,1666231070,2022-10-20 03:57:50
25183,54.22,1666231372,2022-10-20 04:02:52
25185,54.9,1666231674,2022-10-20 04:07:54
25187,54.13,1666231976,2022-10-20 04:12:56
25189,54.2,1666232278,2022-10-20 04:17:58
25191,53.86,1666232580,2022-10-20 04:23:00
25193,53.79,1666232881,2022-10-20 04:28:01
25195,53.95,1666233182,2022-10-20 04:33:02
25197,54.2,1666233484,2022-10-20 04:38:04
25199,54.13,1666233785,2022-10-20 04:43:05
25201,54.24,1666234086,2022-10-20 04:48:06
25203,54.31,1666234387,2022-10-20 04:53:07
25205,54.25,1666234688,2022-10-20 04:58:08
25207,54.25,1666234990,2022-10-20 05:03:10
25209,54.31,1666235291,2022-10-20 05:08:11
25211,54.18,1666235592,2022-10-20 05:13:12
25213,54.11,1666235893,2022-10-20 05:18:13
25215,54.36,1666236194,2022-10-20 05:23:14
25217,54.9,1666236495,2022-10-20 05:28:15
25219,53.65,1666236797,2022-10-20 05:33:17
25221,53.72,1666237099,2022-10-20 05:38:19
25223,53.58,1666237400,2022-10-20 05:43:20
25225,53.45,1666237701,2022-10-20 05:48:21
25227,53.47,1666238003,2022-10-20 05:53:23
25229,53.77,1666238305,2022-10-20 05:58:25
25231,53.47,1666238606,2022-10-20 06:03:26
25234,53.75,1666238907,2022-10-20 06:08:27
25236,53.79,1666239208,2022-10-20 06:13:28
25238,53.65,1666239510,2022-10-20 06:18:30
25240,54.22,1666239812,2022-10-20 06:23:32
25242,53.83,1666240114,2022-10-20 06:28:34
25244,53.81,1666240415,2022-10-20 06:33:35
25246,53.79,1666240716,2022-10-20 06:38:36
25248,54.50,1666241017,2022-10-20 06:43:37
25250,53.91,1666241318,2022-10-20 06:48:38
25252,53.79,1666241619,2022-10-20 06:53:39
25254,53.99,1666241920,2022-10-20 06:58:40
25256,54.13,1666242222,2022-10-20 07:03:42
25258,54.34,1666242523,2022-10-20 07:08:43
25260,54.38,1666242824,2022-10-20 07:13:44
25262,54.20,1666243125,2022-10-20 07:18:45
25264,53.95,1666243426,2022-10-20 07:23:46
25266,54.6,1666243728,2022-10-20 07:28:48
25268,54.18,1666244030,2022-10-20 07:33:50
25270,54.15,1666244332,2022-10-20 07:38:52
25272,54.15,1666244634,2022-10-20 07:43:54
25274,54.38,1666244935,2022-10-20 07:48:55
25276,54.9,1666245236,2022-10-20 07:53:56
25278,54.18,1666245537,2022-10-20 07:58:57
25280,54.16,1666245838,2022-10-20 08:03:58
25282,54.2,1666246140,2022-10-20 08:09:00
25284,53.93,1666246441,2022-10-20 08:14:01
25286,53.75,1666246743,2022-10-20 08:19:03
25288,53.81,1666247044,2022-10-20 08:24:04
25290,53.99,1666247345,2022-10-20 08:29:05
25292,54.13,1666247647,2022-10-20 08:34:07
25294,54.25,1666247949,2022-10-20 08:39:09
25296,54.79,1666248251,2022-10-20 08:44:11
25298,54.47,1666248552,2022-10-20 08:49:12
25300,54.31,1666248853,2022-10-20 08:54:13
25302,54.31,1666249154,2022-10-20 08:59:14
25304,54.52,1666249455,2022-10-20 09:04:15
25306,54.45,1666249756,2022-10-20 09:09:16
25308,54.65,1666250057,2022-10-20 09:14:17
25310,54.65,1666250358,2022-10-20 09:19:18
25312,54.45,1666250659,2022-10-20 09:24:19
25314,54.31,1666250960,2022-10-20 09:29:20
25316,54.31,1666251261,2022-10-20 09:34:21
25318,54.45,1666251563,2022-10-20 09:39:23
25320,54.11,1666251864,2022-10-20 09:44:24
25322,54.41,1666252165,2022-10-20 09:49:25
25324,54.49,1666252466,2022-10-20 09:54:26
25326,54.52,1666252767,2022-10-20 09:59:27
25328,54.84,1666253068,2022-10-20 10:04:28
25330,54.49,1666253369,2022-10-20 10:09:29
25332,54.15,1666253670,2022-10-20 10:14:30
25334,54.31,1666253971,2022-10-20 10:19:31
25336,54.11,1666254273,2022-10-20 10:24:33
25338,54.18,1666254574,2022-10-20 10:29:34
25340,54.16,1666254876,2022-10-20 10:34:36
25342,53.68,1666255177,2022-10-20 10:39:37
25344,54.4,1666255478,2022-10-20 10:44:38
25346,53.63,1666255780,2022-10-20 10:49:40
25348,53.84,1666256081,2022-10-20 10:54:41
25350,53.84,1666256382,2022-10-20 10:59:42
25352,53.75,1666256683,2022-10-20 11:04:43
25354,53.81,1666256984,2022-10-20 11:09:44
25356,53.93,1666257285,2022-10-20 11:14:45
25358,53.99,1666257587,2022-10-20 11:19:47
25360,53.70,1666257889,2022-10-20 11:24:49
25362,53.56,1666258191,2022-10-20 11:29:51
25364,53.34,1666258492,2022-10-20 11:34:52
25366,53.52,1666258794,2022-10-20 11:39:54
25368,53.38,1666259096,2022-10-20 11:44:56
25370,53.31,1666259397,2022-10-20 11:49:57
25372,53.41,1666259698,2022-10-20 11:54:58
25374,53.77,1666259999,2022-10-20 11:59:59
25376,53.88,1666260301,2022-10-20 12:05:01
25378,53.79,1666260603,2022-10-20 12:10:03
25380,53.31,1666260905,2022-10-20 12:15:05
25382,53.34,1666261207,2022-10-20 12:20:07
