id,value,time,datetime_format
15318,13.0,1664748036,2022-10-03 00:00:36
15320,12.97,1664748337,2022-10-03 00:05:37
15322,12.93,1664748638,2022-10-03 00:10:38
15324,12.97,1664748940,2022-10-03 00:15:40
15326,13.0,1664749241,2022-10-03 00:20:41
15328,13.0,1664749543,2022-10-03 00:25:43
15330,12.96,1664749845,2022-10-03 00:30:45
15332,12.93,1664750146,2022-10-03 00:35:46
15334,12.93,1664750447,2022-10-03 00:40:47
15336,12.98,1664750749,2022-10-03 00:45:49
15338,13.6,1664751050,2022-10-03 00:50:50
15340,13.17,1664751352,2022-10-03 00:55:52
15342,13.19,1664751653,2022-10-03 01:00:53
15344,13.7,1664751954,2022-10-03 01:05:54
15346,13.3,1664752255,2022-10-03 01:10:55
15348,13.10,1664752557,2022-10-03 01:15:57
15350,13.6,1664752858,2022-10-03 01:20:58
15352,13.10,1664753160,2022-10-03 01:26:00
15354,13.11,1664753461,2022-10-03 01:31:01
15356,13.23,1664753762,2022-10-03 01:36:02
15358,13.18,1664754063,2022-10-03 01:41:03
15360,13.18,1664754365,2022-10-03 01:46:05
15362,13.19,1664754666,2022-10-03 01:51:06
15364,13.18,1664754967,2022-10-03 01:56:07
15366,13.22,1664755268,2022-10-03 02:01:08
15368,13.21,1664755569,2022-10-03 02:06:09
15370,13.23,1664755871,2022-10-03 02:11:11
15372,13.22,1664756173,2022-10-03 02:16:13
15374,13.19,1664756475,2022-10-03 02:21:15
15376,13.14,1664756777,2022-10-03 02:26:17
15378,13.7,1664757078,2022-10-03 02:31:18
15380,13.3,1664757379,2022-10-03 02:36:19
15382,13.2,1664757680,2022-10-03 02:41:20
15384,12.93,1664757981,2022-10-03 02:46:21
15386,12.93,1664758282,2022-10-03 02:51:22
15388,12.81,1664758584,2022-10-03 02:56:24
15390,12.85,1664758885,2022-10-03 03:01:25
15392,12.77,1664759187,2022-10-03 03:06:27
15394,12.69,1664759488,2022-10-03 03:11:28
15396,12.65,1664759790,2022-10-03 03:16:30
15398,12.52,1664760091,2022-10-03 03:21:31
15400,12.56,1664760392,2022-10-03 03:26:32
15402,12.55,1664760693,2022-10-03 03:31:33
15404,12.50,1664760995,2022-10-03 03:36:35
15406,12.46,1664761296,2022-10-03 03:41:36
15408,12.50,1664761597,2022-10-03 03:46:37
15410,12.42,1664761899,2022-10-03 03:51:39
15411,12.40,1664761899,2022-10-03 03:51:39
15413,12.40,1664762200,2022-10-03 03:56:40
15415,12.35,1664762502,2022-10-03 04:01:42
15417,12.31,1664762804,2022-10-03 04:06:44
15419,12.25,1664763106,2022-10-03 04:11:46
15421,12.22,1664763407,2022-10-03 04:16:47
15423,12.10,1664763708,2022-10-03 04:21:48
15425,12.17,1664764010,2022-10-03 04:26:50
15427,12.13,1664764312,2022-10-03 04:31:52
15429,12.10,1664764614,2022-10-03 04:36:54
15431,12.2,1664764916,2022-10-03 04:41:56
15433,11.98,1664765218,2022-10-03 04:46:58
15435,11.97,1664765519,2022-10-03 04:51:59
15437,11.93,1664765820,2022-10-03 04:57:00
15439,11.93,1664766121,2022-10-03 05:02:01
15441,11.89,1664766422,2022-10-03 05:07:02
15443,11.84,1664766723,2022-10-03 05:12:03
15445,11.81,1664767024,2022-10-03 05:17:04
15447,11.73,1664767325,2022-10-03 05:22:05
15449,11.69,1664767626,2022-10-03 05:27:06
15451,11.67,1664767928,2022-10-03 05:32:08
15453,11.65,1664768230,2022-10-03 05:37:10
15455,11.60,1664768532,2022-10-03 05:42:12
15457,11.56,1664768833,2022-10-03 05:47:13
15459,11.56,1664769135,2022-10-03 05:52:15
15461,11.52,1664769437,2022-10-03 05:57:17
15463,11.46,1664769738,2022-10-03 06:02:18
15465,11.39,1664770039,2022-10-03 06:07:19
15467,11.32,1664770341,2022-10-03 06:12:21
15469,11.31,1664770643,2022-10-03 06:17:23
15471,11.31,1664770944,2022-10-03 06:22:24
15473,11.25,1664771245,2022-10-03 06:27:25
15475,11.21,1664771547,2022-10-03 06:32:27
15477,11.10,1664771848,2022-10-03 06:37:28
15479,11.7,1664772150,2022-10-03 06:42:30
15481,11.0,1664772451,2022-10-03 06:47:31
15483,10.97,1664772753,2022-10-03 06:52:33
15485,10.94,1664773055,2022-10-03 06:57:35
15487,10.90,1664773356,2022-10-03 07:02:36
15489,10.89,1664773657,2022-10-03 07:07:37
15491,10.94,1664773958,2022-10-03 07:12:38
15493,11.6,1664774259,2022-10-03 07:17:39
15495,11.7,1664774560,2022-10-03 07:22:40
15497,11.11,1664774861,2022-10-03 07:27:41
15499,11.15,1664775162,2022-10-03 07:32:42
15501,11.22,1664775464,2022-10-03 07:37:44
15503,11.31,1664775766,2022-10-03 07:42:46
15505,11.43,1664776067,2022-10-03 07:47:47
15507,11.52,1664776368,2022-10-03 07:52:48
15509,11.63,1664776669,2022-10-03 07:57:49
15511,11.72,1664776970,2022-10-03 08:02:50
15513,11.82,1664777271,2022-10-03 08:07:51
15515,11.89,1664777572,2022-10-03 08:12:52
15517,12.6,1664777873,2022-10-03 08:17:53
15519,12.18,1664778174,2022-10-03 08:22:54
15521,12.50,1664778475,2022-10-03 08:27:55
15523,12.61,1664778776,2022-10-03 08:32:56
15525,12.82,1664779077,2022-10-03 08:37:57
15527,13.2,1664779379,2022-10-03 08:42:59
15529,13.18,1664779681,2022-10-03 08:48:01
15531,13.35,1664779982,2022-10-03 08:53:02
15533,13.52,1664780284,2022-10-03 08:58:04
15535,13.68,1664780585,2022-10-03 09:03:05
15537,13.86,1664780886,2022-10-03 09:08:06
15539,14.3,1664781187,2022-10-03 09:13:07
15541,14.21,1664781488,2022-10-03 09:18:08
15543,14.43,1664781789,2022-10-03 09:23:09
15545,14.57,1664782090,2022-10-03 09:28:10
15547,14.67,1664782392,2022-10-03 09:33:12
15549,14.75,1664782694,2022-10-03 09:38:14
15551,14.77,1664782995,2022-10-03 09:43:15
15553,14.85,1664783297,2022-10-03 09:48:17
15555,14.85,1664783599,2022-10-03 09:53:19
15557,14.93,1664783900,2022-10-03 09:58:20
15559,15.2,1664784201,2022-10-03 10:03:21
15561,15.22,1664784502,2022-10-03 10:08:22
15563,15.38,1664784803,2022-10-03 10:13:23
15565,15.59,1664785104,2022-10-03 10:18:24
15567,15.81,1664785405,2022-10-03 10:23:25
15569,15.97,1664785707,2022-10-03 10:28:27
15571,16.13,1664786008,2022-10-03 10:33:28
15573,16.29,1664786310,2022-10-03 10:38:30
15575,16.40,1664786612,2022-10-03 10:43:32
15577,16.50,1664786914,2022-10-03 10:48:34
15579,16.60,1664787215,2022-10-03 10:53:35
15581,16.70,1664787516,2022-10-03 10:58:36
15583,16.68,1664787818,2022-10-03 11:03:38
15585,16.69,1664788121,2022-10-03 11:08:41
15587,16.68,1664788422,2022-10-03 11:13:42
15589,16.69,1664788723,2022-10-03 11:18:43
15591,16.60,1664789024,2022-10-03 11:23:44
