id,value,time,datetime_format
14746,67.34,1664661827,2022-10-02 00:03:47
14748,67.23,1664662128,2022-10-02 00:08:48
14750,67.23,1664662429,2022-10-02 00:13:49
14752,67.23,1664662730,2022-10-02 00:18:50
14754,67.13,1664663031,2022-10-02 00:23:51
14756,67.6,1664663332,2022-10-02 00:28:52
14758,67.30,1664663633,2022-10-02 00:33:53
14760,67.47,1664663934,2022-10-02 00:38:54
14762,67.41,1664664236,2022-10-02 00:43:56
14764,67.36,1664664538,2022-10-02 00:48:58
14766,67.41,1664664839,2022-10-02 00:53:59
14768,66.95,1664665141,2022-10-02 00:59:01
14770,67.8,1664665443,2022-10-02 01:04:03
14772,67.16,1664665745,2022-10-02 01:09:05
14774,67.0,1664666046,2022-10-02 01:14:06
14776,67.12,1664666347,2022-10-02 01:19:07
14778,66.98,1664666648,2022-10-02 01:24:08
14780,66.88,1664666950,2022-10-02 01:29:10
14782,66.90,1664667252,2022-10-02 01:34:12
14784,67.1,1664667553,2022-10-02 01:39:13
14786,66.94,1664667855,2022-10-02 01:44:15
14788,66.73,1664668156,2022-10-02 01:49:16
14790,66.80,1664668457,2022-10-02 01:54:17
14792,66.55,1664668758,2022-10-02 01:59:18
14794,66.41,1664669060,2022-10-02 02:04:20
14796,66.55,1664669363,2022-10-02 02:09:23
14798,66.43,1664669664,2022-10-02 02:14:24
14800,66.50,1664669965,2022-10-02 02:19:25
14802,66.54,1664670267,2022-10-02 02:24:27
14804,66.70,1664670569,2022-10-02 02:29:29
14806,66.98,1664670871,2022-10-02 02:34:31
14808,66.51,1664671172,2022-10-02 02:39:32
14810,66.41,1664671473,2022-10-02 02:44:33
14812,66.37,1664671775,2022-10-02 02:49:35
14814,66.23,1664672076,2022-10-02 02:54:36
14816,66.25,1664672378,2022-10-02 02:59:38
14818,65.98,1664672679,2022-10-02 03:04:39
14820,66.11,1664672980,2022-10-02 03:09:40
14822,66.2,1664673281,2022-10-02 03:14:41
14824,66.20,1664673583,2022-10-02 03:19:43
14826,66.6,1664673885,2022-10-02 03:24:45
14828,66.16,1664674187,2022-10-02 03:29:47
14830,66.12,1664674488,2022-10-02 03:34:48
14832,65.87,1664674789,2022-10-02 03:39:49
14834,65.93,1664675090,2022-10-02 03:44:50
