id,value,time,datetime_format
48148,2.48,1669676627,2022-11-29 01:03:47
48150,2.48,1669676928,2022-11-29 01:08:48
48152,2.46,1669677230,2022-11-29 01:13:50
48154,2.46,1669677532,2022-11-29 01:18:52
48156,2.49,1669677833,2022-11-29 01:23:53
48158,2.48,1669678134,2022-11-29 01:28:54
48160,2.52,1669678438,2022-11-29 01:33:58
48162,2.55,1669678740,2022-11-29 01:39:00
48164,2.52,1669679042,2022-11-29 01:44:02
48166,2.52,1669679343,2022-11-29 01:49:03
48168,2.66,1669679644,2022-11-29 01:54:04
48170,2.69,1669679945,2022-11-29 01:59:05
48172,2.69,1669680246,2022-11-29 02:04:06
48174,2.71,1669680547,2022-11-29 02:09:07
48176,2.78,1669680848,2022-11-29 02:14:08
48178,2.79,1669681150,2022-11-29 02:19:10
48180,2.79,1669681452,2022-11-29 02:24:12
48182,2.82,1669681753,2022-11-29 02:29:13
48184,2.89,1669682055,2022-11-29 02:34:15
48186,2.96,1669682357,2022-11-29 02:39:17
48188,2.89,1669682658,2022-11-29 02:44:18
48190,2.89,1669682960,2022-11-29 02:49:20
48192,2.89,1669683261,2022-11-29 02:54:21
48194,2.93,1669683562,2022-11-29 02:59:22
48196,2.95,1669683863,2022-11-29 03:04:23
48198,2.89,1669684165,2022-11-29 03:09:25
48200,2.90,1669684467,2022-11-29 03:14:27
48202,2.97,1669684769,2022-11-29 03:19:29
48204,2.93,1669685070,2022-11-29 03:24:30
48206,2.89,1669685371,2022-11-29 03:29:31
48208,2.86,1669685672,2022-11-29 03:34:32
48210,2.96,1669685973,2022-11-29 03:39:33
48212,2.99,1669686274,2022-11-29 03:44:34
48214,3.0,1669686576,2022-11-29 03:49:36
48216,3.5,1669686877,2022-11-29 03:54:37
48218,3.3,1669687178,2022-11-29 03:59:38
48220,3.2,1669687479,2022-11-29 04:04:39
48222,3.5,1669687780,2022-11-29 04:09:40
48224,3.7,1669688081,2022-11-29 04:14:41
48226,3.7,1669688382,2022-11-29 04:19:42
48228,3.17,1669688683,2022-11-29 04:24:43
48230,3.17,1669688985,2022-11-29 04:29:45
48232,3.13,1669689286,2022-11-29 04:34:46
48234,3.21,1669689588,2022-11-29 04:39:48
48236,3.34,1669689889,2022-11-29 04:44:49
48238,3.27,1669690191,2022-11-29 04:49:51
48240,3.29,1669690492,2022-11-29 04:54:52
48242,3.23,1669690794,2022-11-29 04:59:54
48244,3.31,1669691096,2022-11-29 05:04:56
48246,3.33,1669691397,2022-11-29 05:09:57
48248,3.41,1669691699,2022-11-29 05:14:59
48250,3.42,1669692001,2022-11-29 05:20:01
48252,3.45,1669692303,2022-11-29 05:25:03
48254,3.50,1669692605,2022-11-29 05:30:05
48256,3.48,1669692906,2022-11-29 05:35:06
48258,3.50,1669693208,2022-11-29 05:40:08
48260,3.51,1669693510,2022-11-29 05:45:10
48262,3.52,1669693811,2022-11-29 05:50:11
48264,3.48,1669694112,2022-11-29 05:55:12
48266,3.50,1669694414,2022-11-29 06:00:14
48268,3.48,1669694715,2022-11-29 06:05:15
48270,3.45,1669695016,2022-11-29 06:10:16
48272,3.38,1669695318,2022-11-29 06:15:18
48274,3.44,1669695619,2022-11-29 06:20:19
48276,3.51,1669695921,2022-11-29 06:25:21
48278,3.41,1669696222,2022-11-29 06:30:22
48280,3.31,1669696523,2022-11-29 06:35:23
48282,3.27,1669696825,2022-11-29 06:40:25
48284,3.25,1669697126,2022-11-29 06:45:26
48286,3.24,1669697428,2022-11-29 06:50:28
48288,3.18,1669697729,2022-11-29 06:55:29
48290,3.14,1669698030,2022-11-29 07:00:30
48292,3.13,1669698331,2022-11-29 07:05:31
48294,3.3,1669698633,2022-11-29 07:10:33
48296,2.97,1669698934,2022-11-29 07:15:34
48298,2.92,1669699236,2022-11-29 07:20:36
48300,2.96,1669699537,2022-11-29 07:25:37
48302,2.95,1669699838,2022-11-29 07:30:38
48304,2.89,1669700139,2022-11-29 07:35:39
48306,2.86,1669700440,2022-11-29 07:40:40
48308,2.85,1669700741,2022-11-29 07:45:41
48310,2.73,1669701043,2022-11-29 07:50:43
48312,2.71,1669701344,2022-11-29 07:55:44
48314,2.58,1669701646,2022-11-29 08:00:46
48316,2.55,1669701947,2022-11-29 08:05:47
48318,2.55,1669702249,2022-11-29 08:10:49
48320,2.51,1669702551,2022-11-29 08:15:51
48322,2.57,1669702852,2022-11-29 08:20:52
48324,2.45,1669703154,2022-11-29 08:25:54
