id,value,time,datetime_format
19341,12.60,1665353043,2022-10-10 00:04:03
19343,12.68,1665353345,2022-10-10 00:09:05
19345,12.60,1665353647,2022-10-10 00:14:07
19347,12.48,1665353949,2022-10-10 00:19:09
19349,12.50,1665354251,2022-10-10 00:24:11
19351,12.48,1665354552,2022-10-10 00:29:12
19353,12.43,1665354853,2022-10-10 00:34:13
19355,12.34,1665355154,2022-10-10 00:39:14
19357,12.31,1665355455,2022-10-10 00:44:15
19359,12.31,1665355756,2022-10-10 00:49:16
19361,12.19,1665356058,2022-10-10 00:54:18
19363,12.13,1665356359,2022-10-10 00:59:19
19365,12.10,1665356660,2022-10-10 01:04:20
19367,12.5,1665356961,2022-10-10 01:09:21
19369,12.6,1665357263,2022-10-10 01:14:23
19371,12.7,1665357565,2022-10-10 01:19:25
19373,12.3,1665357867,2022-10-10 01:24:27
19375,11.85,1665358168,2022-10-10 01:29:28
19377,11.79,1665358469,2022-10-10 01:34:29
19379,11.76,1665358770,2022-10-10 01:39:30
19381,11.82,1665359071,2022-10-10 01:44:31
19383,11.69,1665359372,2022-10-10 01:49:32
19385,11.63,1665359674,2022-10-10 01:54:34
19387,11.67,1665359975,2022-10-10 01:59:35
19389,11.59,1665360276,2022-10-10 02:04:36
19391,11.52,1665360578,2022-10-10 02:09:38
19393,11.55,1665360880,2022-10-10 02:14:40
19395,11.55,1665361181,2022-10-10 02:19:41
19397,11.42,1665361482,2022-10-10 02:24:42
19399,11.39,1665361784,2022-10-10 02:29:44
19401,11.39,1665362085,2022-10-10 02:34:45
19403,11.39,1665362386,2022-10-10 02:39:46
19405,11.26,1665362687,2022-10-10 02:44:47
19407,11.26,1665362988,2022-10-10 02:49:48
19409,11.18,1665363290,2022-10-10 02:54:50
19411,11.11,1665363591,2022-10-10 02:59:51
19413,11.5,1665363892,2022-10-10 03:04:52
19415,10.93,1665364194,2022-10-10 03:09:54
19417,10.77,1665364496,2022-10-10 03:14:56
19419,10.81,1665364797,2022-10-10 03:19:57
19421,10.75,1665365099,2022-10-10 03:24:59
19423,10.68,1665365401,2022-10-10 03:30:01
19425,10.71,1665365702,2022-10-10 03:35:02
19427,10.71,1665366004,2022-10-10 03:40:04
19429,10.60,1665366305,2022-10-10 03:45:05
19431,10.52,1665366607,2022-10-10 03:50:07
19433,10.36,1665366908,2022-10-10 03:55:08
19435,10.32,1665367210,2022-10-10 04:00:10
19437,10.31,1665367511,2022-10-10 04:05:11
19439,10.52,1665367812,2022-10-10 04:10:12
19441,10.44,1665368113,2022-10-10 04:15:13
19443,10.35,1665368414,2022-10-10 04:20:14
19445,10.27,1665368715,2022-10-10 04:25:15
19447,10.11,1665369016,2022-10-10 04:30:16
19449,10.9,1665369318,2022-10-10 04:35:18
19451,9.97,1665369620,2022-10-10 04:40:20
19453,10.5,1665369922,2022-10-10 04:45:22
19455,9.86,1665370223,2022-10-10 04:50:23
19457,9.81,1665370524,2022-10-10 04:55:24
19459,9.71,1665370825,2022-10-10 05:00:25
19461,9.60,1665371126,2022-10-10 05:05:26
19463,9.55,1665371428,2022-10-10 05:10:28
19465,9.52,1665371730,2022-10-10 05:15:30
19467,9.47,1665372031,2022-10-10 05:20:31
19469,9.47,1665372333,2022-10-10 05:25:33
19471,9.52,1665372635,2022-10-10 05:30:35
19473,9.43,1665372937,2022-10-10 05:35:37
19475,9.31,1665373238,2022-10-10 05:40:38
19477,9.27,1665373539,2022-10-10 05:45:39
19479,9.27,1665373840,2022-10-10 05:50:40
19481,9.39,1665374141,2022-10-10 05:55:41
19483,9.32,1665374443,2022-10-10 06:00:43
19485,9.18,1665374745,2022-10-10 06:05:45
19487,9.14,1665375048,2022-10-10 06:10:48
19489,9.11,1665375350,2022-10-10 06:15:50
19491,9.11,1665375652,2022-10-10 06:20:52
19493,9.7,1665375954,2022-10-10 06:25:54
19495,9.10,1665376255,2022-10-10 06:30:55
19497,9.9,1665376557,2022-10-10 06:35:57
19499,9.10,1665376859,2022-10-10 06:40:59
19501,9.10,1665377161,2022-10-10 06:46:01
19503,9.6,1665377463,2022-10-10 06:51:03
19505,9.15,1665377764,2022-10-10 06:56:04
19507,9.18,1665378066,2022-10-10 07:01:06
19509,9.9,1665378367,2022-10-10 07:06:07
19511,9.6,1665378668,2022-10-10 07:11:08
19513,9.1,1665378969,2022-10-10 07:16:09
19515,9.2,1665379271,2022-10-10 07:21:11
19517,9.1,1665379572,2022-10-10 07:26:12
19519,8.94,1665379873,2022-10-10 07:31:13
19521,8.89,1665380175,2022-10-10 07:36:15
19523,8.88,1665380476,2022-10-10 07:41:16
19525,8.89,1665380778,2022-10-10 07:46:18
19527,8.90,1665381079,2022-10-10 07:51:19
19529,8.85,1665381380,2022-10-10 07:56:20
19531,8.93,1665381682,2022-10-10 08:01:22
19533,9.13,1665381983,2022-10-10 08:06:23
19535,9.6,1665382284,2022-10-10 08:11:24
19537,9.13,1665382585,2022-10-10 08:16:25
19539,9.32,1665382886,2022-10-10 08:21:26
19541,9.27,1665383188,2022-10-10 08:26:28
19543,9.34,1665383490,2022-10-10 08:31:30
19545,9.43,1665383792,2022-10-10 08:36:32
19547,9.63,1665384094,2022-10-10 08:41:34
19549,9.80,1665384396,2022-10-10 08:46:36
19551,9.86,1665384697,2022-10-10 08:51:37
19553,9.97,1665384998,2022-10-10 08:56:38
19555,10.9,1665385300,2022-10-10 09:01:40
19557,10.22,1665385601,2022-10-10 09:06:41
19559,10.43,1665385902,2022-10-10 09:11:42
